experiment,group,recall_at_10_all_valid_users,recall_at_10_target_overlap_users,time_sec,notes
LightGCN_full_seed42,baseline,0.014550904849412311,0.014507133592736705,1.4835703372955322,Single-seed full LightGCN.
recent_pop_180d,standalone_signal,0.012216480873197292,0.0174424062750911,0.9100918769836426,Recent popularity standalone.
single_LightGCN + recent180 alpha=0.42,current_family_single_seed,0.018918438694558094,0.018643382125872396,4.6948628425598145,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.45,current_family_single_seed,0.019119919493053823,0.019680995614847756,4.9968461990356445,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.475,current_family_single_seed,0.01966353346950362,0.019986721017849426,4.774963140487671,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.5,current_family_single_seed,0.01968423647528125,0.021737693780495337,4.873440742492676,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.525,current_family_single_seed,0.019326629401256266,0.022010067321351367,5.261015892028809,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.55,current_family_single_seed,0.01844701844701845,0.020920573157927242,5.03298282623291,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.575,current_family_single_seed,0.018100776682866235,0.02088166265209067,4.807014226913452,Fixed-alpha current best family.
single_LightGCN + recent180 alpha=0.6,current_family_single_seed,0.017462078282973807,0.021659872768822187,4.850797176361084,Fixed-alpha current best family.
dynamic_alpha_single_le3_a0p65_le6_a0p55_le12_a0p5_le999999_a0p45,addition_dynamic_alpha,0.018182734973779747,0.022010067321351367,4.721623420715332,User-history-length dependent alpha.
dynamic_alpha_single_le3_a0p75_le6_a0p65_le12_a0p55_le999999_a0p45,addition_dynamic_alpha,0.017629196360539647,0.023856154653820023,4.764097690582275,User-history-length dependent alpha.
dynamic_alpha_single_le3_a0p6_le6_a0p55_le12_a0p5_le999999_a0p4,addition_dynamic_alpha,0.018529937186653602,0.022048977827187944,4.770182132720947,User-history-length dependent alpha.
LightGCN_full_multiseed_42-43-44,addition_multiseed,0.01389689262823591,0.011039775183744056,7.280630588531494,RRF-average of multiple LightGCN seeds.
multiseed_LightGCN + recent180 alpha=0.42,addition_multiseed,0.020113610412117875,0.01772250015440677,10.036855936050415,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.45,addition_multiseed,0.020477780552407416,0.01857853128281144,10.349267482757568,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.475,addition_multiseed,0.02053380672783658,0.019356741399542958,10.393341064453125,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.5,addition_multiseed,0.02087588654752834,0.02221759001914644,10.090455293655396,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.525,addition_multiseed,0.020206400430281025,0.02175066394910753,10.05036973953247,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.55,addition_multiseed,0.019454155648185496,0.02110215551849793,10.043108940124512,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.575,addition_multiseed,0.018998476088028328,0.023333024519794947,10.393113613128662,Multi-seed LightGCN plus recent popularity.
multiseed_LightGCN + recent180 alpha=0.6,addition_multiseed,0.01855698982564654,0.022645605583348775,10.0115647315979,Multi-seed LightGCN plus recent popularity.
dynamic_alpha_multiseed_le3_a0p65_le6_a0p55_le12_a0p5_le999999_a0p45,addition_dynamic_alpha_multiseed,0.019256036420215523,0.022515903897226852,10.349428415298462,Dynamic alpha using multi-seed LightGCN.
dynamic_alpha_multiseed_le3_a0p75_le6_a0p65_le12_a0p55_le999999_a0p45,addition_dynamic_alpha_multiseed,0.018666801129487695,0.02320332283367303,10.029422521591187,Dynamic alpha using multi-seed LightGCN.
dynamic_alpha_multiseed_le3_a0p6_le6_a0p55_le12_a0p5_le999999_a0p4,addition_dynamic_alpha_multiseed,0.01929637526652452,0.022793836081773825,10.119852542877197,Dynamic alpha using multi-seed LightGCN.
LightGCN_recent180d_seed42,addition_recent_window_lgcn,0.00551889842934619,0.003060959792477302,2.397730588912964,LightGCN trained only on last 180 days.
single_LightGCN + recent_pop + recentLGCN180 gamma=0.05,addition_recent_window_lgcn,0.019663159961667422,0.021672842937434378,7.231225252151489,Current best plus recent-window LightGCN.
multiseed_LightGCN + recent_pop + recentLGCN180 gamma=0.05,addition_recent_window_lgcn_multiseed,0.020808655137013347,0.021672842937434378,12.576284408569336,Multi-seed current best plus recent-window LightGCN.
single_LightGCN + recent_pop + recentLGCN180 gamma=0.1,addition_recent_window_lgcn,0.019788658594628743,0.021672842937434378,6.941045761108398,Current best plus recent-window LightGCN.
multiseed_LightGCN + recent_pop + recentLGCN180 gamma=0.1,addition_recent_window_lgcn_multiseed,0.02073582110895544,0.022451053054165896,12.069864988327026,Multi-seed current best plus recent-window LightGCN.
single_LightGCN + recent_pop + recentLGCN180 gamma=0.15,addition_recent_window_lgcn,0.019403572015512315,0.02154314125131246,7.666692495346069,Current best plus recent-window LightGCN.
